date,ADANIENT,ADANIPORTS,APOLLOHOSP,ASIANPAINT,AXISBANK,BAJAJ-AUTO,BAJAJFINSV,BAJFINANCE,BEL,BHARTIARTL,BPCL,BRITANNIA,CIPLA,COALINDIA,DRREDDY,EICHERMOT,GRASIM,HCLTECH,HDFCBANK,HDFCLIFE,HEROMOTOCO,HINDALCO,HINDUNILVR,ICICIBANK,INDUSINDBK,INFY,ITC,JSWSTEEL,KOTAKBANK,LT,M&M,MARUTI,NESTLEIND,NTPC,ONGC,POWERGRID,RELIANCE,SBILIFE,SBIN,SHRIRAMFIN,SUNPHARMA,TATACONSUM,TATASTEEL,TCS,TECHM,TITAN,TRENT,ULTRACEMCO,WIPRO
2022-06-08,290.68,29.64,347.63,82.65,28.04,22.6,44.38,81.23,28.49,,4.35,43.44,32.29,9.59,35.78,53.76,20.91,25.08,23.68,89.15,17.71,26.03,64.56,27.45,24.11,33.03,24.13,17.6,36.62,19.21,71.67,54.32,,10.41,12.61,13.01,32.44,,18.77,13.27,70.02,84.6,17.36,38.83,24.58,194.24,,29.23,23.88
2022-06-09,296.29,29.92,350.87,82.09,28.15,23.11,44.4,80.47,28.52,,4.47,43.26,32.59,9.64,36.84,55.11,20.6,25.05,23.86,89.88,17.79,25.79,64.58,27.57,24.29,33.36,24.4,17.48,37.01,19.34,71.68,54.58,,10.28,12.77,13.03,33.33,,18.6,13.19,70.98,84.29,16.69,39.09,24.9,195.23,,28.96,24.11
2022-06-10,294.14,29.55,353.78,82.76,28.13,23.12,43.62,77.32,28.65,,4.44,43.43,32.42,9.63,37.08,55.05,20.87,24.72,23.4,88.13,17.82,24.89,64.65,27.09,24.1,32.51,24.33,17.49,35.55,19.22,71.09,54.61,,10.29,12.7,13.01,32.33,,18.39,13.16,69.89,84.54,16.35,38.32,24.27,195.46,,29.12,23.4
2022-06-13,277.67,28.29,349.13,81.29,27.63,23.12,40.53,73.1,27.35,,4.27,43.41,32.02,9.27,36.36,54.81,20.34,24.15,22.98,86.48,17.79,23.64,64.56,25.88,22.84,31.36,23.84,17.23,34.47,18.58,68.88,54.38,,9.87,12.31,12.89,31.71,,17.76,12.81,68.55,82.23,15.85,36.72,23.0,191.82,,28.3,22.64
2022-06-14,348.64,30.47,50.48,83.43,14.15,17.28,39.6,46.3,24.53,94.34,5.84,53.43,30.93,6.82,32.87,44.4,11.75,20.04,19.12,91.15,22.06,5.86,57.45,18.97,13.61,27.41,20.66,6.57,28.57,25.03,19.26,60.82,,8.8,4.31,9.28,27.03,,11.3,11.33,60.49,75.24,3.03,30.65,17.99,85.87,540.13,21.34,20.0
2022-06-15,346.76,30.43,50.7,84.24,14.14,17.36,41.25,47.24,24.41,94.34,5.83,53.47,31.06,6.75,33.06,44.36,11.95,19.9,19.05,92.32,22.47,5.85,56.8,19.02,13.6,27.06,20.5,6.59,28.52,25.29,19.38,61.15,,8.61,4.18,9.21,26.7,,11.39,11.43,60.29,75.43,2.92,30.61,17.81,85.99,552.98,21.44,19.74
2022-06-16,330.63,29.47,49.9,84.12,13.81,17.17,40.07,45.51,23.62,90.48,5.79,53.55,30.17,6.39,32.69,43.26,11.54,19.4,18.67,90.85,21.73,5.5,56.81,18.77,13.05,26.58,20.29,6.38,27.52,24.76,19.0,61.0,,8.31,3.97,8.97,26.33,,11.14,11.36,59.72,74.13,2.74,30.0,17.03,84.19,544.47,20.85,18.94
2022-06-17,332.67,28.92,50.41,81.68,13.81,17.03,41.06,46.68,23.85,89.02,5.59,52.63,29.33,6.48,31.62,42.48,11.58,19.28,18.8,87.71,21.28,5.46,55.85,19.01,13.01,26.39,20.5,6.49,27.48,24.15,18.86,59.86,,8.17,3.91,8.76,26.64,,11.13,11.42,58.17,72.77,2.76,29.49,16.85,79.1,527.17,20.35,18.17
2022-06-20,330.13,28.67,51.92,84.23,13.66,16.97,40.9,47.12,23.08,88.64,5.5,53.37,29.68,6.28,31.66,42.78,11.81,19.3,19.27,88.08,21.15,5.26,58.11,18.98,12.64,26.91,20.56,6.44,27.57,23.85,18.57,59.65,,7.98,3.71,8.63,26.16,,10.97,11.32,59.04,73.3,2.62,29.71,17.1,80.13,529.7,20.96,18.59
2022-06-21,343.14,29.79,51.87,84.78,13.84,17.11,41.04,47.8,23.4,90.5,5.59,54.17,30.08,6.56,32.55,44.08,11.98,19.84,19.48,89.88,21.55,5.55,58.35,19.26,12.88,27.59,21.01,6.74,27.61,24.32,18.86,60.58,,8.14,3.84,8.72,26.58,,11.37,11.67,59.93,74.36,2.69,30.66,17.46,84.89,530.43,21.3,19.07
2022-06-22,331.62,28.89,51.59,84.4,13.63,17.06,39.94,46.85,22.95,88.91,5.68,53.76,29.4,6.37,32.49,43.42,11.89,19.33,19.39,87.87,21.77,5.18,58.29,19.0,12.54,27.34,20.65,6.44,27.42,23.97,18.59,60.6,,8.0,3.73,8.73,25.77,,11.29,11.65,59.33,72.49,2.55,30.77,17.11,82.97,515.56,21.26,18.44
2022-06-23,334.98,29.2,52.44,87.31,13.68,17.76,40.35,46.93,23.06,91.31,5.72,53.88,29.92,6.29,32.75,45.97,11.81,19.53,19.46,88.87,23.06,5.2,59.61,19.35,12.65,27.63,20.67,6.54,27.65,24.22,19.42,64.4,,7.94,3.72,8.65,25.35,,11.39,11.91,60.48,73.46,2.56,31.59,17.31,83.39,520.08,21.27,18.79
2022-06-24,343.09,29.68,52.28,87.4,13.79,17.9,40.46,48.13,23.73,92.84,5.71,54.8,29.94,6.27,32.86,46.93,11.88,19.44,19.73,89.4,23.8,5.27,60.97,19.74,13.0,27.42,20.69,6.64,27.89,24.23,20.26,65.12,,7.94,3.8,8.66,25.71,,11.46,12.38,60.45,74.54,2.59,31.44,17.13,83.56,534.7,21.49,18.78
2022-06-27,346.29,29.73,51.68,89.3,13.85,18.12,40.5,48.59,24.4,94.6,5.85,54.64,29.89,6.46,32.94,46.45,12.11,19.95,19.76,88.85,23.76,5.4,61.41,19.85,13.28,28.06,21.01,6.69,27.78,24.89,20.46,65.78,,8.05,3.91,8.77,25.64,,11.63,12.45,61.26,74.58,2.64,31.64,17.59,83.35,529.85,21.85,19.05
2022-06-28,349.94,29.31,52.27,86.31,13.97,18.25,39.69,48.03,24.03,94.21,5.92,54.25,30.3,6.62,33.36,46.7,12.06,20.14,19.61,90.12,23.86,5.62,61.33,19.65,13.16,28.16,21.16,6.77,27.4,25.15,21.02,66.1,,8.06,4.13,8.72,26.0,,11.71,12.44,60.75,75.34,2.67,31.68,17.82,80.39,539.52,21.9,19.16
2022-06-29,352.4,29.3,50.57,85.4,13.6,18.15,38.8,47.48,23.99,95.13,5.87,53.77,30.38,6.7,33.28,47.07,11.88,19.85,19.59,86.19,23.74,5.63,59.1,19.45,13.04,27.84,21.33,6.74,26.97,25.09,21.01,66.25,,8.24,4.26,8.75,26.54,,11.58,12.17,61.49,73.62,2.68,31.41,17.83,79.09,560.23,22.08,18.87
2022-06-30,347.76,29.06,50.17,85.32,13.85,17.4,38.18,46.52,23.79,94.74,5.73,54.75,29.41,6.59,33.5,45.57,11.86,19.57,19.64,87.58,23.46,5.54,59.03,19.57,12.81,27.81,21.29,6.6,27.28,25.26,20.66,65.96,,8.31,4.19,8.79,26.7,,11.75,12.74,60.89,72.22,2.64,31.19,17.46,79.3,542.5,22.04,18.66
2022-07-01,354.32,29.31,50.89,87.79,14.0,17.01,39.55,48.36,23.35,93.15,5.91,56.62,30.44,6.51,33.44,45.38,12.09,19.61,19.73,90.04,23.84,5.58,60.4,19.48,13.01,28.15,22.13,6.77,27.39,25.48,20.93,65.43,,8.18,3.62,8.56,24.77,,11.78,12.58,60.8,73.57,2.65,31.65,17.65,79.5,542.2,22.37,18.92
2022-07-04,359.02,29.49,51.35,88.33,14.23,17.27,39.78,48.5,23.34,94.32,5.87,58.45,29.84,6.46,33.2,45.6,12.13,19.79,19.76,91.45,23.81,5.57,62.85,19.93,13.41,28.31,22.72,6.45,27.44,25.64,20.62,65.74,,8.22,3.48,8.74,24.83,,11.94,12.57,60.81,74.66,2.6,30.88,17.46,80.17,564.75,22.44,18.85
2022-07-05,356.58,29.35,51.99,87.58,14.1,17.28,40.25,48.76,23.29,94.67,5.81,57.76,30.05,6.48,33.51,45.75,12.12,19.75,19.71,89.94,23.61,5.65,63.55,19.91,13.28,28.08,22.33,6.46,27.31,25.36,20.45,65.01,,8.19,3.52,8.88,25.03,,11.91,12.7,61.28,74.54,2.62,30.7,17.52,79.83,565.83,22.52,18.55
2022-07-06,360.77,30.02,52.89,90.58,14.31,17.71,42.01,50.96,23.48,95.98,5.97,60.51,30.32,6.45,33.47,47.42,12.29,19.84,19.98,88.77,24.42,5.58,66.11,20.09,13.49,28.38,22.52,6.49,27.99,25.22,20.88,67.2,,8.08,3.34,8.73,24.81,,12.11,12.76,61.41,76.68,2.61,31.13,17.63,82.25,591.92,22.91,18.66
2022-07-07,361.0,30.42,53.33,91.53,14.31,17.81,41.8,50.48,24.05,94.99,6.12,60.18,29.99,6.6,33.06,48.01,12.34,19.9,20.34,88.31,24.49,5.92,65.44,20.53,13.88,28.51,22.73,6.72,28.55,26.11,21.42,67.01,,8.17,3.41,8.81,24.56,,12.28,13.0,62.28,77.18,2.74,31.39,17.82,86.91,591.19,22.95,18.87
2022-07-08,363.98,30.94,53.61,91.16,14.55,17.95,41.92,50.59,23.98,96.15,6.04,60.29,29.99,6.74,33.6,47.81,12.49,19.77,20.36,86.84,24.57,5.85,66.07,20.91,13.68,28.81,22.81,6.62,28.65,27.35,21.43,66.0,,8.35,3.36,9.07,24.6,,12.32,12.73,62.88,77.85,2.69,31.17,17.92,87.6,608.21,22.95,18.79
2022-07-11,376.71,31.53,53.57,92.85,14.78,18.06,41.7,50.49,23.86,91.36,5.87,59.95,30.38,6.86,34.32,49.69,12.62,18.97,20.49,87.05,24.74,5.83,65.91,21.29,13.84,28.03,22.96,6.75,28.59,26.95,22.02,66.24,,8.42,3.47,9.0,24.93,,12.32,12.49,62.85,78.31,2.78,29.73,17.59,88.38,609.8,23.01,18.44
2022-07-12,375.5,31.64,53.52,91.59,14.7,18.06,41.44,50.59,23.6,91.7,5.73,58.85,30.0,6.88,34.19,48.17,12.39,18.65,20.28,85.95,24.8,5.68,64.82,21.03,13.66,27.37,22.78,6.72,28.23,26.8,21.67,65.56,,8.55,3.43,8.85,24.89,,12.23,12.29,62.43,77.35,2.74,29.45,17.41,87.01,604.02,22.71,18.35
2022-07-13,373.57,31.42,52.69,93.11,14.78,18.12,41.11,50.64,23.72,89.0,5.76,58.85,30.57,6.87,34.32,48.39,12.56,18.45,19.79,85.91,24.52,5.71,66.1,20.84,13.2,27.48,22.89,6.89,28.61,26.7,21.55,65.72,,8.64,3.44,8.89,24.45,,12.27,12.61,63.06,77.97,2.75,29.01,17.29,86.25,608.86,22.79,18.24
2022-07-14,378.27,31.32,53.09,93.04,14.53,18.13,40.96,50.22,24.13,88.75,5.68,59.61,30.5,6.82,34.89,48.19,12.49,18.15,19.69,85.53,24.09,5.71,66.1,20.82,13.23,27.19,22.64,6.83,29.06,26.68,21.6,66.71,,8.62,3.51,8.91,24.66,,12.09,12.87,64.51,78.31,2.76,28.63,17.04,86.91,595.61,22.54,18.0
2022-07-15,381.79,31.6,53.55,94.28,14.4,18.37,41.36,50.95,24.95,90.15,5.79,60.79,30.97,6.87,34.66,49.48,12.55,17.76,19.85,85.97,24.15,5.74,67.97,20.79,13.14,27.21,22.85,6.74,29.35,27.31,22.16,68.35,,8.71,3.5,8.68,24.7,,12.09,13.07,64.4,80.83,2.69,28.59,17.0,89.45,611.46,22.82,17.66
2022-07-18,384.7,31.98,53.76,95.53,14.88,18.7,42.79,52.19,25.86,91.71,5.86,59.63,31.01,6.94,34.05,49.52,12.82,18.1,19.64,86.43,24.3,6.01,67.57,21.36,13.72,28.35,22.99,6.85,30.31,28.0,21.99,67.78,,8.71,3.59,8.72,24.91,,12.37,13.89,64.72,81.22,2.75,29.25,17.6,91.4,610.38,23.51,18.15
2022-07-19,389.1,32.38,54.76,95.57,15.23,18.78,43.47,52.25,25.93,93.07,5.88,59.82,30.8,7.04,33.91,50.19,12.95,17.89,19.65,85.33,24.16,6.02,67.95,21.6,13.99,28.24,22.93,6.84,30.13,28.04,22.42,67.86,,8.76,3.53,8.71,25.07,,12.56,13.83,64.17,80.5,2.8,29.35,17.6,91.55,607.2,23.92,18.19
2022-07-20,389.06,32.15,55.98,95.17,15.34,18.78,43.38,52.32,25.9,92.76,5.89,60.47,31.47,7.02,34.0,49.66,12.94,18.44,19.89,83.63,24.38,6.05,68.92,21.67,14.18,28.83,23.21,6.91,30.01,28.2,22.03,68.12,,8.75,3.66,8.68,25.74,,12.83,14.0,63.6,81.29,2.82,30.21,18.26,92.78,610.86,23.93,18.48
2022-07-21,396.11,32.61,56.52,97.06,15.56,19.04,44.42,53.98,27.31,93.82,5.99,60.9,31.05,7.05,33.33,50.25,13.15,18.59,19.83,84.25,24.56,6.15,69.0,21.75,15.28,29.16,23.32,6.87,29.57,28.61,22.21,68.5,,8.77,3.68,8.8,25.57,,12.92,14.53,63.76,83.67,2.84,30.33,18.03,93.49,616.44,24.1,18.57
2022-07-22,396.73,32.61,56.19,97.1,15.89,19.03,44.55,53.9,27.11,93.89,5.95,61.15,31.17,7.0,33.35,51.33,13.66,18.5,20.29,85.19,24.77,6.24,69.88,22.14,15.19,28.66,23.4,6.81,30.0,28.65,22.32,68.76,,8.66,3.66,8.71,25.75,,12.96,14.87,64.11,82.21,2.85,30.27,17.96,94.98,628.16,25.39,18.42
2022-07-25,404.86,32.42,57.07,98.29,15.82,18.87,44.08,53.63,27.44,93.83,5.89,61.38,30.77,7.13,33.02,50.34,13.45,18.71,20.35,83.88,24.48,6.33,69.43,22.16,15.51,28.61,23.44,6.85,29.48,28.89,21.47,67.13,,8.73,3.59,8.62,24.89,,13.06,14.88,63.66,82.61,2.92,30.23,17.76,95.13,622.5,25.09,18.6
2022-07-26,406.3,32.39,55.98,98.4,15.36,18.42,46.5,53.96,27.12,94.62,5.91,60.14,30.64,7.18,32.12,49.3,13.6,18.37,20.31,83.21,24.15,6.25,67.4,22.03,15.5,27.61,23.54,6.99,28.93,28.38,21.47,66.39,,8.72,3.54,8.67,24.91,,12.97,14.7,63.61,80.86,2.89,29.75,17.45,93.68,621.97,25.15,18.17
2022-07-27,404.56,32.89,56.19,100.86,15.63,18.23,46.48,55.09,27.76,93.35,6.03,60.88,31.23,7.22,32.68,49.86,13.89,18.67,20.47,83.0,24.0,6.36,68.32,22.15,15.8,27.99,23.68,7.05,28.8,29.12,21.51,67.41,,8.7,3.55,8.73,24.88,,13.32,14.42,65.54,81.96,2.92,30.44,17.59,94.1,633.54,25.69,18.24
2022-07-28,404.83,33.05,57.08,103.59,15.78,18.11,51.14,60.95,27.68,92.23,6.05,61.12,31.02,7.2,32.48,49.8,13.92,19.02,20.65,84.65,23.98,6.42,69.33,22.54,16.41,28.87,23.62,7.21,30.02,29.19,21.72,67.91,,8.74,3.6,8.88,25.27,,13.43,14.52,65.6,82.47,3.05,31.13,18.12,95.37,635.76,25.44,18.65
2022-07-29,407.81,33.02,57.37,105.53,15.76,18.37,52.56,62.09,27.97,93.77,6.13,61.61,31.34,7.5,31.19,50.45,14.12,19.07,20.9,88.46,24.3,6.79,69.79,22.65,16.82,29.48,23.59,7.36,29.73,29.3,22.01,68.31,,8.89,3.71,8.87,25.81,,13.33,13.72,69.15,82.99,3.27,31.52,18.31,96.08,640.71,25.72,19.0
2022-08-01,422.25,34.64,58.41,105.24,15.89,18.65,52.65,62.54,28.88,96.05,6.2,60.9,32.21,7.55,31.34,50.37,14.08,19.14,21.07,86.95,24.5,6.94,68.62,22.78,16.77,29.51,23.94,7.48,30.47,29.41,23.39,70.1,,9.1,3.82,9.08,26.48,,13.46,13.67,67.35,82.93,3.29,31.49,18.33,97.07,657.07,26.17,19.24
2022-08-02,425.98,34.69,58.92,107.51,15.88,18.75,53.18,63.24,28.66,94.99,6.22,59.83,32.2,7.64,31.15,50.9,14.27,19.12,20.84,85.75,23.9,6.85,69.73,22.63,17.21,29.37,24.13,7.59,30.95,29.06,23.71,71.42,,9.28,3.78,9.23,26.58,,13.68,13.71,67.25,82.99,3.25,31.43,18.03,97.42,660.93,26.14,19.26
2022-08-03,430.38,34.9,58.7,108.88,15.88,18.79,53.24,62.85,28.14,95.87,6.2,59.55,32.44,7.53,31.23,51.18,14.24,19.24,20.89,85.25,24.16,6.78,69.5,22.82,17.06,29.8,23.99,7.64,30.4,29.01,23.69,69.76,,9.28,3.75,9.27,26.81,,13.64,13.52,65.76,83.1,3.26,31.88,18.38,98.71,660.98,25.95,19.39
2022-08-04,432.32,34.9,59.87,109.54,15.69,18.83,53.04,63.02,28.88,96.03,6.2,59.63,33.49,7.35,31.63,51.3,14.18,19.26,20.87,85.18,24.21,6.9,69.54,22.7,16.93,30.44,24.09,7.77,30.14,28.85,23.85,69.82,,8.99,3.76,9.15,26.45,,13.45,13.52,67.34,80.7,3.28,32.03,18.44,99.01,665.03,25.89,19.53
2022-08-05,428.32,35.03,59.58,109.97,15.84,18.83,52.69,62.92,28.06,97.32,6.25,58.25,33.16,7.4,31.7,50.38,14.35,19.26,20.8,85.87,23.9,6.72,70.0,23.19,16.71,30.76,24.2,7.8,30.11,28.97,23.36,68.84,,9.05,3.77,9.27,26.06,,13.4,13.54,67.15,80.25,3.26,32.12,18.48,99.38,664.6,26.63,19.73
2022-08-08,443.16,34.66,60.3,109.48,16.21,18.88,54.25,63.24,28.64,97.42,6.05,57.36,33.01,7.65,32.2,50.83,14.35,19.42,21.31,85.47,23.61,6.9,70.13,23.16,16.93,30.81,24.38,7.83,30.29,29.65,24.13,69.47,,9.27,3.77,9.2,26.4,,13.13,13.84,66.74,80.64,3.26,32.21,18.45,99.96,665.98,26.25,19.54
2022-08-10,448.76,34.18,61.52,108.0,16.07,18.94,54.64,61.58,29.21,98.93,6.1,57.62,33.29,7.8,32.35,51.44,14.46,19.14,21.37,86.13,23.94,7.2,69.93,23.49,17.14,30.49,24.22,7.84,30.02,30.07,23.97,69.14,,9.06,3.7,9.27,26.56,,12.98,13.88,67.43,80.83,3.32,32.02,18.43,99.41,662.25,25.92,19.29
2022-08-11,449.85,34.27,60.33,107.79,16.5,18.93,54.97,63.04,29.21,98.17,6.1,57.5,33.29,7.76,32.47,51.8,14.36,19.35,21.65,86.23,24.02,7.09,69.16,23.79,17.4,30.82,23.84,7.88,30.44,30.26,23.93,68.63,,8.93,3.67,9.24,26.65,,13.24,13.98,67.53,79.08,3.32,32.67,18.81,100.99,676.84,25.93,19.66
2022-08-12,454.69,34.08,58.74,108.51,16.54,18.95,55.07,62.96,29.58,98.16,6.2,57.81,32.93,7.87,32.49,52.35,14.57,19.23,21.64,86.78,23.82,7.14,68.67,24.19,17.42,30.33,24.02,7.93,30.23,29.93,23.8,67.73,,9.22,3.85,9.45,27.08,,13.39,13.6,66.97,78.06,3.43,32.47,18.61,100.98,698.36,25.78,19.56
2022-08-16,472.36,35.63,59.24,110.83,16.63,19.2,55.59,62.76,29.85,97.39,6.42,58.29,33.17,7.91,32.77,54.44,14.29,19.26,21.89,90.86,24.29,7.02,69.98,24.33,17.48,30.37,24.17,7.88,30.32,29.97,24.35,70.11,,9.23,3.87,9.49,27.27,,13.27,13.57,67.05,79.7,3.44,32.39,18.82,101.87,712.1,26.16,19.6
2022-08-17,477.56,35.66,58.65,111.54,16.79,19.09,58.82,64.83,29.61,99.99,6.56,58.52,32.89,7.86,32.91,55.41,14.51,19.71,22.0,93.85,25.13,7.18,71.04,24.44,17.55,30.56,24.33,7.87,30.21,30.08,24.08,69.64,,9.39,3.86,9.47,27.41,,13.32,13.47,67.51,81.13,3.42,32.47,19.29,101.81,744.8,25.98,19.87
2022-08-18,500.58,36.02,58.11,111.91,16.64,19.06,58.7,64.5,29.34,101.41,6.44,58.33,33.09,7.87,32.22,55.63,14.49,19.57,22.03,93.43,25.08,7.17,70.97,24.49,17.82,30.12,24.57,7.88,31.27,30.71,23.84,69.67,,9.35,3.75,9.59,27.37,,13.43,13.4,67.21,82.6,3.42,32.28,19.3,101.25,735.1,26.35,19.51
2022-08-19,496.86,37.69,56.32,110.24,16.47,19.12,56.89,62.89,28.97,101.29,6.28,57.85,33.03,7.71,32.05,55.84,14.42,19.5,21.76,91.82,24.48,6.99,69.72,24.08,17.14,30.39,24.29,7.77,30.82,31.38,23.42,68.36,,9.17,3.72,9.46,26.88,,13.13,13.39,66.08,80.47,3.35,32.32,19.28,99.7,706.14,26.13,19.39
2022-08-22,484.38,36.33,54.82,106.04,16.13,18.97,55.44,61.17,29.38,100.64,6.19,58.07,32.78,7.75,31.92,54.85,14.04,19.29,21.43,90.23,23.98,6.85,69.51,23.58,17.04,29.98,24.47,7.52,30.08,30.48,23.18,67.18,,9.1,3.64,9.37,26.81,,12.9,13.05,64.56,81.18,3.19,32.02,18.84,98.76,663.69,25.42,18.83
2022-08-23,481.06,35.99,55.45,106.26,16.24,19.07,56.95,62.08,30.33,102.02,6.2,58.11,33.36,7.91,32.22,56.5,14.32,19.04,21.36,90.1,24.18,7.0,68.61,23.9,17.27,29.35,24.59,7.64,30.47,30.42,24.06,67.9,,9.22,3.7,9.43,27.22,,13.17,13.29,65.13,82.76,3.27,31.36,18.61,101.32,680.2,25.53,18.68
2022-08-24,497.56,36.16,57.35,106.96,16.31,19.08,57.05,61.82,29.88,102.18,6.12,57.8,33.26,7.94,32.16,56.27,14.47,19.08,21.46,90.23,24.2,7.02,68.49,24.16,17.76,29.25,24.45,7.62,30.67,30.69,23.97,67.77,,9.35,3.76,9.51,27.15,,13.1,13.35,64.59,82.38,3.24,31.08,18.7,100.52,679.24,25.58,18.66
2022-08-25,486.72,35.28,56.78,106.44,16.16,19.07,56.75,60.7,30.15,102.49,6.12,57.6,32.89,7.98,32.31,56.78,14.59,18.97,21.35,90.93,24.15,7.08,68.12,24.14,17.57,28.88,24.31,7.59,30.69,30.44,23.81,68.02,,9.24,3.77,9.38,27.07,,13.13,13.17,64.32,81.99,3.23,30.72,18.69,100.75,686.57,25.45,18.62
2022-08-26,498.34,36.22,57.41,105.21,16.2,19.03,56.88,60.83,31.03,101.09,6.11,57.66,32.73,8.16,32.2,54.71,15.04,19.01,21.35,90.27,24.38,7.2,68.05,24.1,17.25,28.95,24.36,7.8,31.23,30.88,24.09,67.9,,9.5,3.78,9.55,26.93,,13.21,13.25,64.53,82.0,3.26,30.76,18.95,103.47,702.32,25.62,18.71
2022-08-29,498.83,36.16,57.91,105.83,15.84,18.91,56.19,59.99,31.39,99.67,6.06,58.56,32.62,8.19,32.1,53.68,14.94,18.45,20.98,89.32,24.38,7.04,68.16,23.68,17.08,27.81,24.41,7.6,30.38,30.49,24.13,68.79,,9.36,3.76,9.41,26.72,,12.99,13.17,64.46,82.43,3.19,29.91,18.08,103.42,687.2,25.57,18.13
2022-08-30,507.04,36.41,58.88,107.36,16.34,19.17,59.25,62.93,31.15,100.5,6.1,59.2,33.29,8.34,32.37,54.77,15.07,18.88,21.66,91.59,24.47,7.18,70.39,24.55,17.85,28.4,24.95,7.8,31.45,31.16,24.73,70.72,,9.53,3.83,9.52,27.13,,13.4,13.47,65.47,82.79,3.29,30.66,18.79,106.4,710.73,26.25,18.54
2022-09-01,513.21,36.22,58.26,109.1,16.18,19.13,60.8,61.85,32.5,101.67,6.15,58.73,32.8,8.18,32.04,55.64,15.13,18.62,21.45,91.66,24.81,6.91,68.96,24.19,17.92,27.86,24.72,7.74,31.25,31.0,24.8,70.27,,9.34,3.72,9.37,26.33,,13.45,13.21,63.92,85.73,3.24,29.9,18.38,107.11,714.14,26.07,18.41
2022-09-02,532.67,36.83,58.74,108.61,16.31,18.92,60.53,61.93,32.98,101.66,5.98,58.51,32.56,8.14,31.95,55.81,15.15,18.59,21.65,91.54,24.37,6.79,68.9,24.14,17.75,27.64,25.15,7.74,31.51,31.45,24.87,69.45,,9.41,3.67,9.3,26.03,,13.54,13.01,63.75,85.25,3.21,29.88,18.45,106.72,702.58,25.85,18.28
2022-09-05,531.2,36.79,58.33,108.41,16.44,18.57,60.69,61.98,33.32,102.41,6.03,57.85,32.88,8.22,32.13,55.45,15.36,18.82,21.79,91.35,24.51,7.03,68.82,24.42,17.86,27.8,25.6,7.98,31.82,31.9,24.96,69.69,,9.56,3.69,9.26,26.43,,13.59,13.13,64.85,85.63,3.25,29.91,18.6,107.33,706.19,25.63,18.18
2022-09-06,545.37,36.76,60.14,107.48,16.31,18.44,59.27,61.32,33.09,105.29,6.02,57.0,33.37,8.26,32.32,55.62,15.47,18.85,21.7,91.32,24.72,7.05,68.09,24.45,17.88,27.68,25.47,8.01,31.46,31.8,24.69,69.21,,9.79,3.65,9.33,26.71,,13.57,13.76,65.08,83.67,3.3,29.85,18.57,107.5,701.99,25.53,18.14
2022-09-07,551.39,37.83,59.61,107.64,16.43,18.05,59.57,61.73,33.46,104.16,6.07,57.94,33.71,8.48,32.4,55.18,15.71,18.73,21.6,91.87,24.62,7.08,67.86,24.24,17.57,27.73,25.38,8.01,31.33,31.74,24.38,68.4,,9.73,3.66,9.3,26.55,,13.44,13.58,65.52,84.37,3.27,30.07,18.44,107.75,713.74,26.61,18.27
2022-09-08,549.65,38.26,60.13,109.22,16.95,18.05,60.72,62.51,33.35,106.47,6.31,58.01,33.86,8.39,32.57,55.87,15.89,18.72,21.82,93.05,24.64,6.88,68.2,24.87,17.87,28.08,25.68,8.02,31.69,32.0,24.98,68.45,,9.7,3.64,9.3,26.59,,13.74,13.53,65.56,83.75,3.22,30.26,19.03,107.3,710.63,27.2,18.51
2022-09-09,547.81,39.21,60.75,108.95,17.07,18.06,60.1,61.85,33.35,105.91,6.28,57.64,33.93,8.43,32.44,56.64,15.69,19.07,21.84,91.71,24.48,6.97,68.5,24.94,18.33,28.76,25.73,8.04,31.63,31.6,24.59,69.66,,9.69,3.7,9.24,26.43,,13.96,13.16,65.25,83.47,3.21,30.72,19.67,106.35,696.64,26.66,18.71
2022-09-12,549.81,40.58,61.04,108.65,17.42,18.16,59.86,62.76,34.41,106.38,6.36,57.64,34.14,8.22,32.49,57.71,15.87,19.21,21.77,92.13,24.65,7.06,68.28,25.1,18.33,29.23,25.76,8.04,31.59,31.8,24.51,69.51,,9.67,3.7,9.28,26.72,,14.0,13.21,65.08,84.41,3.28,30.96,20.08,108.71,707.22,27.0,18.92
2022-09-13,564.41,41.02,61.16,108.33,17.52,18.15,62.34,63.77,34.13,108.47,6.33,59.35,33.95,8.21,32.43,57.44,16.06,19.21,22.05,93.48,24.75,7.15,68.45,25.18,18.76,29.39,26.03,8.08,31.58,32.27,24.57,69.5,,9.73,3.7,9.4,26.94,,14.08,13.25,65.26,86.81,3.28,30.83,20.04,110.52,737.55,27.11,18.95
2022-09-14,567.0,40.98,60.31,108.86,17.46,18.07,63.06,64.46,34.14,108.35,6.24,59.18,33.98,8.23,32.13,57.76,16.0,18.74,22.28,91.78,24.59,7.23,68.04,25.4,19.6,28.07,26.1,8.1,32.1,31.67,24.53,69.82,,10.02,3.68,9.64,26.62,,14.42,13.27,64.79,85.92,3.32,29.79,19.46,110.32,722.53,27.03,18.67
2022-09-15,595.03,41.87,59.14,107.48,17.18,17.68,61.9,63.62,33.87,108.59,6.15,58.78,33.13,8.32,31.79,59.07,16.23,18.49,22.16,90.25,24.06,6.95,67.75,25.39,19.28,27.26,26.01,8.07,31.76,31.73,24.51,71.71,,10.18,3.66,9.85,26.36,,14.43,13.18,64.1,85.62,3.25,29.64,18.91,108.5,724.85,26.69,18.61
